Grupo de edad;Comunidad autónoma;Sexo;Nivel de formación;periodo;Total
25 - 64 años;Andalucía;Hombres;E. Superior;2002;20,77
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;39,46
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;40,33
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;41,52
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;43,72
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;45,47
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;46,63
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;48,02
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;48,39
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;49,16
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;50,03
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;51,17
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;52,70
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2011;53,33
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2010;54,54
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2009;55,51
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2008;57,22
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2007;58,20
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2006;58,77
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2005;59,77
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2004;62,91
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2003;64,77
25 - 64 años;Andalucía;Mujeres;Inferior a 2ª etapa de E. Secundaria;2002;65,76
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2023;21,63
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2022;21,40
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2021;21,15
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2020;20,90
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2019;21,12
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2018;20,91
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2017;20,02
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2016;20,22
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2015;20,52
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2014;20,46
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2013;20,16
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2012;20,03
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2011;19,77
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2010;18,24
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2009;18,40
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2008;17,67
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2007;17,12
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2006;17,35
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2005;17,30
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2004;15,50
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2003;14,61
25 - 64 años;Andalucía;Mujeres;2ª etapa E. Secundaria;2002;14,81
25 - 64 años;Andalucía;Mujeres;E. Superior;2023;38,91
25 - 64 años;Andalucía;Mujeres;E. Superior;2022;38,28
25 - 64 años;Andalucía;Mujeres;E. Superior;2021;37,33
25 - 64 años;Andalucía;Mujeres;E. Superior;2020;35,39
25 - 64 años;Andalucía;Mujeres;E. Superior;2019;33,41
25 - 64 años;Andalucía;Mujeres;E. Superior;2018;32,46
25 - 64 años;Andalucía;Mujeres;E. Superior;2017;31,97
25 - 64 años;Andalucía;Mujeres;E. Superior;2016;31,39
25 - 64 años;Andalucía;Mujeres;E. Superior;2015;30,32
25 - 64 años;Andalucía;Mujeres;E. Superior;2014;29,51
25 - 64 años;Andalucía;Mujeres;E. Superior;2013;28,67
25 - 64 años;Andalucía;Mujeres;E. Superior;2012;27,27
25 - 64 años;Andalucía;Mujeres;E. Superior;2011;26,90
25 - 64 años;Andalucía;Mujeres;E. Superior;2010;27,22
25 - 64 años;Andalucía;Mujeres;E. Superior;2009;26,09
25 - 64 años;Andalucía;Mujeres;E. Superior;2008;25,11
25 - 64 años;Andalucía;Mujeres;E. Superior;2007;24,68
25 - 64 años;Andalucía;Mujeres;E. Superior;2006;23,87
25 - 64 años;Andalucía;Mujeres;E. Superior;2005;22,93
25 - 64 años;Andalucía;Mujeres;E. Superior;2004;21,59
25 - 64 años;Andalucía;Mujeres;E. Superior;2003;20,61
25 - 64 años;Andalucía;Mujeres;E. Superior;2002;19,43
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2023;33,62
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2022;33,55
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2021;30,94
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2020;32,54
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2019;34,25
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2018;35,45
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2017;36,32
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2016;36,31
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2015;38,97
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2014;38,96
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2013;40,33
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2012;40,39
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2011;40,59
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2010;41,28
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2009;41,85
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2008;43,57
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2007;44,74
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2006;46,31
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2005;46,71
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2004;50,13
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2003;52,52
25 - 64 años;Aragón;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2002;56,11
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2023;23,45
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2022;23,91
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2021;28,52
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2020;27,75
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2019;26,49
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2018;26,18
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2017;27,13
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2016;27,40
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2015;25,47
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2014;25,36
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2013;24,87
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2012;24,49
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2011;24,45
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2010;25,38
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2009;26,56
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2008;24,56
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2007;22,06
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2006;21,08
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2005;22,82
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2004;20,44
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2003;18,70
25 - 64 años;Aragón;AMBOS SEXOS;2ª etapa E. Secundaria;2002;18,07
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2023;42,93
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2022;42,54
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2021;40,53
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2020;39,72
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2019;39,25
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2018;38,36
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2017;36,55
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2016;36,28
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2015;35,57
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2014;35,68
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2013;34,80
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2012;35,12
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2011;34,96
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2010;33,33
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2009;31,59
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2008;31,87
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2007;33,19
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2006;32,61
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2005;30,46
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2004;29,44
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2003;28,77
25 - 64 años;Aragón;AMBOS SEXOS;E. Superior;2002;25,83
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;36,45
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;37,07
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;34,17
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;35,00
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;36,18
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;37,95
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2017;38,64
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2016;38,55
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2015;40,89
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2014;41,28
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2013;42,65
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2012;40,97
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2011;40,41
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2010;40,45
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2009;41,98
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2008;43,36
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2007;44,50
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2006;46,10
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2005;46,93
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2004;48,87
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;50,38
25 - 64 años;Aragón;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;54,03
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2023;23,27
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2022;23,83
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2021;29,12
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2020;28,81
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2019;27,56
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2018;26,21
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2017;26,85
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2016;27,90
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2015;26,08
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2014;25,81
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2013;25,25
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2012;25,32
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2011;24,96
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2010;26,48
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2009;27,16
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2008;25,16
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2007;22,88
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2006;21,90
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2005;23,04
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2004;21,20
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2003;19,64
25 - 64 años;Aragón;Hombres;2ª etapa E. Secundaria;2002;19,51
25 - 64 años;Aragón;Hombres;E. Superior;2023;40,28
25 - 64 años;Aragón;Hombres;E. Superior;2022;39,10
25 - 64 años;Aragón;Hombres;E. Superior;2021;36,71
25 - 64 años;Aragón;Hombres;E. Superior;2020;36,19
25 - 64 años;Aragón;Hombres;E. Superior;2019;36,25
25 - 64 años;Aragón;Hombres;E. Superior;2018;35,84
25 - 64 años;Aragón;Hombres;E. Superior;2017;34,51
25 - 64 años;Aragón;Hombres;E. Superior;2016;33,55
25 - 64 años;Aragón;Hombres;E. Superior;2015;33,03
25 - 64 años;Aragón;Hombres;E. Superior;2014;32,91
25 - 64 años;Aragón;Hombres;E. Superior;2013;32,10
25 - 64 años;Aragón;Hombres;E. Superior;2012;33,72
25 - 64 años;Aragón;Hombres;E. Superior;2011;34,63
25 - 64 años;Aragón;Hombres;E. Superior;2010;33,08
25 - 64 años;Aragón;Hombres;E. Superior;2009;30,85
25 - 64 años;Aragón;Hombres;E. Superior;2008;31,48
25 - 64 años;Aragón;Hombres;E. Superior;2007;32,63
25 - 64 años;Aragón;Hombres;E. Superior;2006;32,00
25 - 64 años;Aragón;Hombres;E. Superior;2005;30,03
25 - 64 años;Aragón;Hombres;E. Superior;2004;29,93
25 - 64 años;Aragón;Hombres;E. Superior;2003;29,98
25 - 64 años;Aragón;Hombres;E. Superior;2002;26,46
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;30,72
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;29,94
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;27,62
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;30,03
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;32,28
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;32,90
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;33,94
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;34,01
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;36,98
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;36,55
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;37,91
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;39,78
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2011;40,79
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2010;42,17
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2009;41,71
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2008;43,80
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2007;45,01
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2006;46,53
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2005;46,48
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2004;51,44
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2003;54,77
25 - 64 años;Aragón;Mujeres;Inferior a 2ª etapa de E. Secundaria;2002;58,26
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2023;23,63
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2022;23,99
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2021;27,91
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2020;26,66
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2019;25,40
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2018;26,16
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2017;27,42
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2016;26,89
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2015;24,83
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2014;24,89
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2013;24,47
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2012;23,62
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2011;23,91
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2010;24,22
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2009;25,92
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2008;23,91
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2007;21,20
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2006;20,21
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2005;22,60
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2004;19,64
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2003;17,72
25 - 64 años;Aragón;Mujeres;2ª etapa E. Secundaria;2002;16,57
25 - 64 años;Aragón;Mujeres;E. Superior;2023;45,65
25 - 64 años;Aragón;Mujeres;E. Superior;2022;46,07
25 - 64 años;Aragón;Mujeres;E. Superior;2021;44,47
25 - 64 años;Aragón;Mujeres;E. Superior;2020;43,31
25 - 64 años;Aragón;Mujeres;E. Superior;2019;42,32
25 - 64 años;Aragón;Mujeres;E. Superior;2018;40,94
25 - 64 años;Aragón;Mujeres;E. Superior;2017;38,64
25 - 64 años;Aragón;Mujeres;E. Superior;2016;39,10
25 - 64 años;Aragón;Mujeres;E. Superior;2015;38,20
25 - 64 años;Aragón;Mujeres;E. Superior;2014;38,56
25 - 64 años;Aragón;Mujeres;E. Superior;2013;37,62
25 - 64 años;Aragón;Mujeres;E. Superior;2012;36,60
25 - 64 años;Aragón;Mujeres;E. Superior;2011;35,30
25 - 64 años;Aragón;Mujeres;E. Superior;2010;33,61
25 - 64 años;Aragón;Mujeres;E. Superior;2009;32,38
25 - 64 años;Aragón;Mujeres;E. Superior;2008;32,29
25 - 64 años;Aragón;Mujeres;E. Superior;2007;33,80
25 - 64 años;Aragón;Mujeres;E. Superior;2006;33,27
25 - 64 años;Aragón;Mujeres;E. Superior;2005;30,92
25 - 64 años;Aragón;Mujeres;E. Superior;2004;28,92
25 - 64 años;Aragón;Mujeres;E. Superior;2003;27,51
25 - 64 años;Aragón;Mujeres;E. Superior;2002;25,17
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2023;30,60
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2022;32,10
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2021;30,92
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2020;31,07
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2019;33,09
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2018;33,21
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2017;34,90
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2016;35,66
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2015;36,73
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2014;39,00
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2013;40,15
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2012;42,35
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2011;44,28
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2010;45,69
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2009;46,56
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2008;47,74
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2007;49,58
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2006;51,25
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2005;49,76
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2004;56,61
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2003;57,60
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2002;57,56
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2023;25,79
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2022;24,58
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2021;24,51
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2020;24,77
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2019;23,59
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2018;23,70
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2017;23,51
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2016;23,63
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2015;23,62
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2014;22,30
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2013;22,20
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2012;21,77
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2011;20,63
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2010;21,53
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2009;21,36
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2008;21,65
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2007;21,43
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2006;20,09
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2005;20,43
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2004;17,45
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2003;18,04
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;2ª etapa E. Secundaria;2002;19,31
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2023;43,61
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2022;43,32
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2021;44,57
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2020;44,16
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2019;43,32
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2018;43,10
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2017;41,59
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2016;40,71
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2015;39,65
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2014;38,70
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2013;37,65
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2012;35,88
25 - 64 años;Asturias, Principado de;AMBOS SEXOS;E. Superior;2011;35,09
